sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus
45010040,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,CSGM-40 Universal Gooseneck Mount Heavy Duty 400mm (Accessory),,,,1,,"Catalog, Search",27.99,25.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42000014,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,CSC-14 Rotating Swivel - Rugged (Accessory),,,,1,,"Catalog, Search",18.99,16.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46020001,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,CDSM-01 Dashboard Swivel Mount AMPS Standard - Smartphone Cradles (Accessory),,,,1,,"Catalog, Search",19.99,17.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43100658,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,Deluxe Charging Cradle for Samsung Galaxy S7 Edge,,,,1,,"Catalog, Search",69.99,54.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43111658,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,Active Charging Cradle for Samsung Galaxy S7 Edge,,,,1,,"Catalog, Search",45.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41000658,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,Passive Cradle Set for Samsung Galaxy S7 Edge,,,,1,,"Catalog, Search",29.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43111666,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,Active Charging Cradle for Samsung Galaxy S7,,,,1,,"Catalog, Search",45.99,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43111666-1,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,Deluxe Charging Cradle for Samsung Galaxy S7,,,,1,,"Catalog, Search",69.99,54.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46010001,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,CSC-01 Universal Console Mount,,,,1,,"Catalog, Search",39.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54100659,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,Multi-Basys Cradle for Samsung Galaxy S6 Edge SM-G925,,,,1,,"Catalog, Search",64.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43800106,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,CREC-106 Rugged EDA Charging Cradle Bluebird Pidion BIP-5000,,,,1,,"Catalog, Search",29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43100659,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,CMPC-659 Mobile Smartphone Cradle Samsung Galaxy S6 Edge SM-G925,,,,1,,"Catalog, Search",34.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54100312,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,Multi-Basys Cradle CMBS-312 for Apple iPhone 5 5C 5S,,,,1,,"Catalog, Search",64.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54100314,,Default,simple,"tecpaq,tecpaq/CarComm NL",base,Multi-Basys Cradle CMBS-314 for Apple iPhone 6+ 6S+ 7+ 7S+8+ (All Plus Models),,,,1,,"Catalog, Search",64.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBU-33425,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,miniProXL Vent Kit for all Smartphones,,,,1,,"Catalog, Search",19.95,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBXH-33602,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,xProDock for HTC w. 6ft USB charging cable,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBX-33608,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,xProDock Universal Active Kit with 6ft charging cable ,,,,1,,"Catalog, Search",44.95,34.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMPS PLATE,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,Amps Plate,,,,1,,"Catalog, Search",9.95,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBT-91100,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,Charge & Play USB charger w/ Bluetooth Audio to 3.5mm Aux-In,,,,1,,"Catalog, Search",29.95,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBA-41400,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,2 meter Charge'n Sync Lightning Cable (Apple Approved),,,,1,,"Catalog, Search",19.95,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21187,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,HTC Charging Arm,,,,1,,"Catalog, Search",4.95,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBUC-33417,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,sPro2 Connect for NFC enabled Phones,,,,1,,"Catalog, Search",29.95,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBUC-33418,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,miniPro Connect Kit for NFC enabled Phones,,,,1,,"Catalog, Search",24.95,19.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBXC-33617,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,xProDock Connect for NFC enabled Phones,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBU-33415,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,sPro2 Windshield Dash and Vent Combo Kit,,,,1,,"Catalog, Search",29.95,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBA-33450,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,"iPro2 for iPhone X / 8 / 8+ / 7s / 7+ /6s / 6s+, 6 / 6+, 5 / 5s / 5c",,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBT-33502,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Tablets",base,TabDock 2 Headrest Viewer,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBUS-33816,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,Tripod miniPro + BT Selfie,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBU-33522,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,Tripod miniPro,,,,1,,"Catalog, Search",29.95,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21133,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,iBOLT Tightening Ring,,,,1,,"Catalog, Search",5,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22102,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,Vent Mount for Phone Holders,,,,1,,"Catalog, Search",5.98,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21192,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,Dash Discs,,,,1,,"Catalog, Search",7.99,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22109,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,ROK II Suction Mount,,,,1,,"Catalog, Search",14.99,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21182,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,6ft(2m) Micro USB to USB Charging Cable,,,,1,,"Catalog, Search",7.95,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21196,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,sPro2 Holder,,,,1,,"Catalog, Search",15,11.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21162,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,xProDock Holder,,,,1,,"Catalog, Search",15,11.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK-21199,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,miniPro Holder,,,,1,,"Catalog, Search",10,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21501,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,Dock'n Drive NFC Tags,,,,1,,"Catalog, Search",7.45,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBPB-33831,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,UNS Universal Charging Arm with 2 meter microUSB Charging Cable,,,,1,,"Catalog, Search",9.95,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBPB-33834,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,Charging Arm for HTC Phones with 2 meter microUSB Charging Cable,,,,1,,"Catalog, Search",9.95,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBPB-33835,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,miniBall mount and Vent mount,,,,1,,"Catalog, Search",9.95,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBPB-33837,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,xProdock Upgrade Kit w/Bluetooth,,,,1,,"Catalog, Search",34.95,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBPB-33836,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,xProdock Upgrade Kit,,,,1,,"Catalog, Search",12.95,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBMM-33551,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,magDock 360,,,,1,,"Catalog, Search",19.95,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBXC-33627,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,xProDock 2 Connect Kit,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21184,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,UNS Charging arm,,,,1,,"Catalog, Search",4.95,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBU-33526,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,Sonic Shutter Remote,,,,1,,"Catalog, Search",14.95,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM-33751,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,mPro NFC Android Charging Mount,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21220,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,iPro2 Holder with Integrated Lightning Cable,,,,1,,"Catalog, Search",24.95,19.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21224,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,xProDock Connect Holder for NFC enabled Phones,,,,1,,"Catalog, Search",14.95,12.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBZ-33752,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,xProDock NFC Bizmount,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBZ-33753,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,iPro2 Bizmount,,,,1,,"Catalog, Search",49.95,39.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBZ-33754,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Tablets",base,TabDock Bizmount,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21232,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,mProNFC Holder,,,,1,,"Catalog, Search",19.95,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22112,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,ROK 3 Suction Mount,,,,1,,"Catalog, Search",14.99,11.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBC-33761,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,cPro NFC Combo Car Dock,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBT-33501,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Tablets",base,TabDock 2 Drive,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBU-33426,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,MiniPro Phone Holder with Tripod Adapter,,,,1,,"Catalog, Search",13.95,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBU-33427,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,miniPro AMPS,,,,1,,"Catalog, Search",15.95,11.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBXV-33811,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,xProDock Music and Charge kit,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBAV-33814,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,xProDock Charge and Sync,,,,1,,"Catalog, Search",45.95,34.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBZ-33763,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Tablets",base,TabDock FlexPro Clamp,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBXV-33819,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Tablets",base,xProDock Fleet Android,,,,1,,"Catalog, Search",69.95,54.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBZ-33759,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Tablets",base,TabDock FlexPro,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBZ-33777,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Tablets",base,TabDock FlexPro Fleet,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBZ-33769,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Tablets",base,TabStand Pro,,,,1,,"Catalog, Search",59.95,49.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBZ-33764,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Tablets",base,Tabdock Clamp,,,,1,,"Catalog, Search",29.95,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBZ-33767,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Tablets",base,Tabdock FixedPro,,,,1,,"Catalog, Search",69.95,54.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBZ-33779,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Tablets",base,TabDock LockPro,,,,1,,"Catalog, Search",99.95,79.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBZ-33784,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Tablets",base,TabDock Bizmount Console,,,,1,,"Catalog, Search",55.95,44.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBZ-33768,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Tablets",base,TabDock FixedPro 360,,,,1,,"Catalog, Search",45.95,34.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBU-33527,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,Sonic Selfie Sticks,,,,1,,"Catalog, Search",19.95,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBU-33510,,Default,simple,"tecpaq,tecpaq/iBOLT USA/smartPhones",base,Switch Headrest,,,,1,,"Catalog, Search",59.95,44.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBMM-33555,,Default,simple,"tecpaq,tecpaq/iBOLT USA/smartPhones",base,magDock 360 Combo,,,,1,,"Catalog, Search",34.95,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBZ-33783,,Default,simple,"tecpaq,tecpaq/iBOLT USA/smartPhones",base,mPro NFC Flex,,,,1,,"Catalog, Search",59.95,45.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBP-40404,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,Fixed Install Charger,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBU-33512,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Parts",base,incrediBOLT 4-Port Car Charger,,,,1,,"Catalog, Search",39.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBBZ-33792,,Default,simple,"tecpaq,tecpaq/iBOLT USA/Tablets",base,TabDock P.O.P. 360,,,,1,,"Catalog, Search",99.95,74.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBC-34300,,Default,simple,"tecpaq,tecpaq/iBOLT USA/smartPhones",base,ChargeDock USB-C,,,,1,,"Catalog, Search",49.95,39.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM-34200,,Default,simple,"tecpaq,tecpaq/iBOLT USA/smartPhones",base,ChargeDock microUSB,,,,1,,"Catalog, Search",49.95,39.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBA-34100,,Default,simple,"tecpaq,tecpaq/iBOLT USA/SmartPhones",base,ChargeDock for Apple iPhones MFI Lightning ,,,,1,,"Catalog, Search",49.95,39.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
